fold,mse_plain,mse_selective,mse_avg_inj,mse_avg_seed
0,11.319376591852087,11.109666316803931,10.838835767490515,11.071248778251244
1,9.959421102955544,9.800396066646725,9.559644740290823,9.75331056597825
2,9.110571798037332,9.022185563539166,8.934481252785648,8.84788568426605
3,10.395726210633503,10.361199939606744,10.272225380221885,10.09408014347201
4,9.387215551396249,9.240392438672053,9.125078694214928,9.107257393909599
5,9.957571510981195,9.695253373726182,9.58596425271082,9.599881520684061
6,10.956835999507243,10.85150253316656,10.6535809876488,10.644414780602593
7,10.83006592329788,10.685036431359748,10.533493677374947,10.44382586272664
8,10.135385315185058,10.080402945667604,9.897698094310437,9.919001170714033
9,11.082377371154143,10.923675993124036,10.862204230776676,10.760955185562125
10,10.026911826371718,9.901413935522438,9.831136180345734,9.896777601263997
11,10.598030324687059,10.465593817065919,10.23580221619838,10.175564384151514
12,9.599741366617089,9.477787556121296,9.414956665055694,9.407078038707134
13,9.252744091169237,9.017389467524762,8.858922645546519,9.09981600525941
14,9.989866839527432,9.707424232388748,9.50909616125803,9.584839623449675
15,9.863047799351277,9.707253301781725,9.581628358095378,9.341438706073
16,9.621849685253826,9.425459249244987,9.31903281975881,9.256443320213144
17,10.994271020336717,10.856531816135076,10.758139810612732,10.598797003452106
18,9.922295207250617,9.752137045730572,9.513562404514175,9.476721434445908
19,11.605903207871009,11.45993316916937,11.432158450802797,10.9189833563196
20,11.094548994553087,10.818170853846237,10.593341977722385,10.289959495091239
21,9.767515882619922,9.60839614306626,9.498811720236404,9.71616698172372
22,11.326312645085418,11.044358553882915,10.881353420288997,11.044240452026672
23,9.877426868417093,9.674738991818302,9.493474454935681,9.489327719197998
24,10.773596646648304,10.47122803992163,10.233794058147335,10.413906859022234
25,8.780738028714012,8.723349285363085,8.488082980422629,8.450242689904437
26,9.249795983914378,9.117924599167749,9.090422251484428,8.942589812302973
27,9.993795770782661,9.736556848375997,9.595340018483672,9.653548788469296
28,9.330355581427622,9.214092961172785,9.107566522651414,8.98080811553444
29,10.432497686057637,10.030535594889134,9.956825973864289,9.795467500727177
