fold,mse_plain,mse_selective,mse_avg_inj,mse_avg_seed
0,12.621262941585577,12.148567728395738,11.992412505396613,12.108827725990116
1,10.7831551593915,10.677095972485844,10.491043142125449,10.527817224314477
2,10.100691785888003,9.902646914110978,9.80068389378812,9.849423669555355
3,11.216846803654326,10.725518785906235,10.669561464919177,11.081108571578186
4,10.329054010307305,9.798036898435257,9.746482326645378,10.123675241800093
5,10.5035402484988,10.171390771411938,10.086230898211003,10.335953522745298
6,11.701677254775113,11.506743718630194,11.37643936323976,11.515172306056659
7,11.828967668543267,11.427008699259863,11.329137758638108,11.580334881232547
8,11.258259635196287,10.698576599529778,10.654576425247466,10.859688898714905
9,11.922360351892968,11.617893943349909,11.614282083709734,11.807230332992557
10,10.712969369027256,10.4760511460354,10.31657186396137,10.503285038376417
11,10.918306216393576,10.75516107667864,10.618707382621693,10.762639943164338
12,10.254810997401465,9.994017370570681,9.897488803654818,10.066165337395192
13,9.959403547446323,9.745763394834242,9.560129743667767,9.786836981677318
14,10.790294609021192,10.15557293840083,10.119180165444744,10.44334807102096
15,10.466818851454653,10.103384750561377,10.001986899746786,10.27425802080675
16,10.35809007774144,9.98151271420788,9.933457177151128,10.127896068528964
17,11.373223552660304,11.197810924746328,11.163417848799526,11.180900745328863
18,10.636910648235954,10.330014247709324,10.260465353506898,10.394369753033443
19,12.268352730671708,11.833003433089653,11.87968578635517,11.932750689602816
20,12.05078506729993,11.386466556389786,11.252703469802313,11.738358566933332
21,11.048474304282061,10.271861933033161,10.309712331742553,10.587918016353981
22,11.758339643413544,11.39077960893466,11.280253347112563,11.63566138606394
23,10.305375193851825,9.971146134773985,9.842182031898593,10.152654134410144
24,11.632255176004328,11.07676666328807,11.000421223948186,11.379933766876576
25,9.467114550148196,9.224686652644802,9.011051133310993,9.22048495742155
26,10.00677242099012,9.579199506670829,9.534979132316703,9.736612716947734
27,10.72659050033884,10.460928832769977,10.27657643703903,10.500218425696707
28,10.290149197070281,9.813113833802857,9.728648361959861,9.994390719121645
29,10.617091078169228,10.328262801787758,10.249606018386913,10.40785463715785
