fold,mse_plain,mse_selective,mse_avg_inj,mse_avg_seed
0,11.375366911919704,11.15230221209674,10.946406091725834,11.137079554829663
1,10.090178844951692,9.953943418425755,9.644570577777793,9.74492544572592
2,9.227970920602182,9.074077297551494,8.962714178034238,9.00538072273824
3,10.75460839395918,10.376714468926751,10.222910915262334,10.285884116448754
4,9.519684965801027,9.326169648356215,9.201520419133088,9.279407849502078
5,9.80033757830333,9.668538681835214,9.538007214937076,9.570835054481948
6,11.017925673343854,10.906519233922062,10.772511741430232,10.738910346313483
7,10.953634549181325,10.718644289538155,10.618632760637835,10.676763444970865
8,10.21356955384456,10.118181925507397,9.897227480291845,9.91434498499867
9,11.023294031526722,10.933132269178786,10.802218834303762,10.816907417728697
10,10.289241331088908,10.192269982601754,9.96074599639299,9.970168071276579
11,10.666174484401187,10.569673660944456,10.379818436485737,10.172154214806927
12,9.876091490528013,9.756554020375441,9.652246269996398,9.773122618908676
13,9.348551194049072,9.270582016675071,9.07721854269716,9.116639620375162
14,10.332549884919963,9.685957839914073,9.630030530079416,9.789627877324875
15,9.763455876712891,9.529490769431872,9.473730948302109,9.488996227110748
16,10.048131334628476,9.891593000795648,9.641711666616692,9.63456521677047
17,10.96655273742543,10.779938784981455,10.624750590075807,10.590372871856943
18,10.147406654859779,9.9031346854453,9.762957042893449,9.691263386385328
19,11.405003939411793,11.335042350522906,11.262257346726123,11.04803376496818
20,10.853182337754397,10.74048165268755,10.459562000834834,10.460170547583617
21,9.872974243702192,9.675398108092516,9.642690409791173,9.567342815297971
22,11.227468407491429,11.002108062263966,10.830552710483435,10.887699585775843
23,9.841781604160701,9.77053436787295,9.673233636198749,9.579159631179186
24,10.751646787109252,10.55615335200053,10.348231896792745,10.19144818873254
25,9.023140004825418,8.808517309841882,8.663636615595545,8.53324962552778
26,9.348242103829778,9.171224196429671,8.981584927465143,8.962431343864898
27,9.883779001213362,9.833544419770986,9.649466263071869,9.565614043773024
28,9.446381200321797,9.28452485439851,9.116569210821377,9.143944813436875
29,9.843706341743731,9.853027015068912,9.836177173327691,9.606693921151615
