fold,mse_seed0,mse_seed1,mse_selective,mse_globalpick,globalpick_is_seed1,n_sensors_chose_seed1,n_sensors
0,11.931007172295638,11.931200944304598,11.727600011447405,11.931007172295638,False,158,396
1,10.362290087377428,9.882797164596253,9.93303120058942,9.882797164596253,True,277,396
2,9.290365270037375,9.390912624227317,9.20359298654366,9.290365270037375,False,186,396
3,10.663240864881562,10.690178219272745,10.498510979821718,10.663240864881562,False,172,396
4,9.48275466257036,9.709117134185334,9.50479794980025,9.709117134185334,True,192,396
5,9.818406898675299,10.11194063019846,9.79365214365515,9.818406898675299,False,129,396
6,10.986530705670594,10.968798268716437,10.851395783292748,10.986530705670594,False,193,396
7,10.912475381793566,11.022063787671636,10.824261175841192,11.022063787671636,True,219,396
8,10.502562889430692,10.277623497440475,10.280003738452685,10.277623497440475,True,249,396
9,11.027081791934364,11.202864825315789,10.937656360672674,11.027081791934364,False,159,396
10,10.017146885766653,10.23289583729807,10.019156848734752,10.017146885766653,False,182,396
11,10.65658806776024,10.768346653829294,10.607421003924014,10.65658806776024,False,127,396
12,9.763376859713105,9.795494522045644,9.648670381019866,9.763376859713105,False,195,396
13,9.350332831373949,9.443785828412532,9.273729996598576,9.350332831373949,False,160,396
14,9.97734080801197,9.954305311691572,9.802515070571436,9.97734080801197,False,175,396
15,10.107090351953675,9.922852082143647,9.84535778173643,9.922852082143647,True,266,396
16,9.890156029700545,9.882556255243031,9.750102587660422,9.882556255243031,True,277,396
17,11.228978400545722,11.117811700916675,11.024571828832991,11.228978400545722,False,142,396
18,10.09709660823096,10.224215368636058,9.964431247460075,10.224215368636058,True,165,396
19,11.256431593834993,11.601481827845125,11.25735602491726,11.256431593834993,False,130,396
20,11.228630484925995,11.027297502779035,10.968219712110962,11.228630484925995,False,182,396
21,10.137878112706549,10.247999462913874,9.95116579193427,10.137878112706549,False,218,396
22,11.534715851187695,11.55065016377752,11.335153333771645,11.55065016377752,True,283,396
23,9.933597093464359,10.116202642495919,9.805734449934077,9.933597093464359,False,137,396
24,10.591768525723941,10.534197197098523,10.42137186712927,10.591768525723941,False,175,396
25,9.26909066794514,9.012544330697226,9.039431778087991,9.26909066794514,False,180,396
26,9.222476276784914,9.656703513394008,9.222717322796505,9.222476276784914,False,60,396
27,9.9294897583975,9.943582246727845,9.832134489255056,9.943582246727845,True,192,396
28,9.566079365322073,9.50056720163423,9.384197560248078,9.566079365322073,False,186,396
29,10.36044393964374,10.487486939826718,10.215688062127848,10.36044393964374,False,114,396
