fold,mse_plain,mse_selective,mse_avg_inj,mse_avg_seed
0,12.189194086100848,11.938881128304612,11.664191455604401,12.068418111908843
1,11.104654863552607,10.866024468898548,10.474139339459287,10.640755948466085
2,9.961333628469312,9.53986403552145,9.413983646272209,9.695352224161727
3,11.483963143314716,10.886683009342462,10.859059442093274,11.04644637420161
4,10.41469690354702,9.939755888310598,9.817181611707374,10.019706352629939
5,10.60012444654902,10.133900199338283,10.013321536859916,10.29678631704237
6,12.01557368366654,11.562497983905988,11.447024580500125,11.553075531823204
7,12.257996690179983,11.584447522198221,11.449157385777838,11.673602350568117
8,11.072129812508146,10.7286926390842,10.342242176626055,10.683254638578177
9,11.915588468325842,11.53453842538253,11.411658627052592,11.674836268299746
10,10.926822858152626,10.713950295317243,10.541096890014963,10.673761986672757
11,11.215435419052667,10.97045042616582,10.719589198578161,10.878835582612446
12,10.762680068669086,10.25994008636511,10.088233790313959,10.179617472755062
13,9.985134556075826,9.668834449013616,9.456905865278049,9.728048690085581
14,10.794993443322651,10.540143133862893,10.382864365918385,10.291391249639988
15,10.79638966045369,10.180302477645558,10.019294373223142,10.357432303718761
16,10.637373617054983,10.240075639072318,9.986888615883522,10.113019019580763
17,11.852236135393778,11.32907037594809,11.197602624779599,11.52071432648475
18,10.81048184102813,10.32858357368104,10.124971463271972,10.369451191637804
19,12.561999301834547,11.790631035952414,11.693816690938815,12.024570764818474
20,12.268953997471849,11.844459148997455,11.486266922299238,11.45991448992727
21,10.726508438122547,10.48365127015797,10.2320292986776,10.441742115697538
22,12.055291981349447,11.562208475834401,11.335651157796642,11.553885242132345
23,10.704160148642742,10.319421788455143,10.068877727937526,10.255321136897292
24,11.312945349770134,11.148611732469888,10.956627588474463,10.938541450001415
25,9.53502009888669,9.397636830329166,9.20066658836418,9.248671756809774
26,10.137019192626544,9.7103249775363,9.582230543483629,9.70358530773479
27,10.924264172811972,10.109623425739114,10.068693408630299,10.571386319105633
28,10.363516486375824,9.9375975600589,9.732791994165165,9.824086142053272
29,10.938153351905866,10.62237596638459,10.42414106294389,10.664179515312973
