fold,mse_seed0,mse_seed1,mse_selective,mse_globalpick,globalpick_is_seed1,n_sensors_chose_seed1,n_sensors
0,11.40316528120094,11.605419261016564,11.31497519326524,11.40316528120094,False,188,396
1,10.327359594388335,10.110239325873193,10.024962846531583,10.110239325873193,True,235,396
2,9.515167256731438,9.592374879100364,9.35006376309669,9.592374879100364,True,235,396
3,10.900825981711463,10.909180653651969,10.728675998297296,10.909180653651969,True,230,396
4,9.642049527782657,9.504672181383018,9.403175574204974,9.504672181383018,True,210,396
5,9.923245511212865,10.03902106297293,9.826909270580783,9.923245511212865,False,178,396
6,11.092455540025222,11.335000229786983,11.069601840949296,11.092455540025222,False,188,396
7,11.355359997826232,11.337474744255879,11.09964588737979,11.355359997826232,False,226,396
8,10.353677397937544,10.320794519292928,10.186740631558843,10.320794519292928,True,222,396
9,11.302041399280386,11.27960910984169,11.100904696950632,11.27960910984169,True,211,396
10,10.37764845028523,10.334549104161734,10.254719968478073,10.37764845028523,False,179,396
11,10.967678348153399,10.904543728325075,10.715906231293284,10.904543728325075,True,222,396
12,9.70417725481746,9.730478017216143,9.584876910491465,9.70417725481746,False,185,396
13,9.498956276317658,9.442563082850391,9.344292397870033,9.498956276317658,False,187,396
14,9.812150635446159,9.969426462527302,9.704422272749765,9.812150635446159,False,163,396
15,9.886418226464693,9.8049324220419,9.694842929568042,9.8049324220419,True,215,396
16,9.75968013317631,9.715514922072584,9.595869201465272,9.715514922072584,True,211,396
17,11.194260078242424,10.959122892180703,10.899553308386386,10.959122892180703,True,245,396
18,10.056611784442062,9.928661737317586,9.817675894800688,9.928661737317586,True,194,396
19,11.367565234243912,11.761057742394424,11.260485413936541,11.367565234243912,False,121,396
20,11.175235659026963,10.8716117408018,10.768252422504649,10.8716117408018,True,302,396
21,9.688477326876114,9.92659671272678,9.663248804823501,9.688477326876114,False,159,396
22,11.259464370709859,11.366010608031118,11.151482738292565,11.366010608031118,True,226,396
23,9.995142683917672,10.408461140148281,9.916617676551146,9.995142683917672,False,118,396
24,10.350746832046756,10.742406099441283,10.31069415528187,10.350746832046756,False,130,396
25,8.933076083650523,8.769128637901996,8.76193108851511,8.769128637901996,True,213,396
26,9.316804494840847,9.274230466533433,9.12617457380297,9.316804494840847,False,218,396
27,10.202589090702327,10.116537425952542,9.937853570929668,10.116537425952542,True,159,396
28,9.52444296547703,9.526685123302835,9.381056776132374,9.526685123302835,True,242,396
29,10.096294063984798,9.98891246610243,9.928279967204393,9.98891246610243,True,227,396
