fold,mse_plain,mse_od,mse_selective,n_sensors_chose_od,n_sensors
0,11.375366911919704,11.72056962170926,11.152302212096739,214,396
1,10.090178844951692,10.261765015399131,9.953943418425755,220,396
2,9.227970920602182,9.49992966052633,9.074077297551494,198,396
3,10.75460839395918,10.66408465009338,10.376714468926753,202,396
4,9.519684965801027,9.707179039359142,9.326169648356215,202,396
5,9.80033757830333,10.109165086599294,9.668538681835214,213,396
6,11.017925673343854,11.446592264340593,10.906519233922062,238,396
7,10.953634549181325,11.24536313811636,10.718644289538151,198,396
8,10.21356955384456,10.528513049693787,10.118181925507395,189,396
9,11.023294031526722,11.549482669816546,10.933132269178786,185,396
10,10.289241331088908,10.462538881430202,10.192269982601754,179,396
11,10.666174484401187,11.045811100683286,10.569673660944456,225,396
12,9.876091490528013,10.347771598114576,9.756554020375441,174,396
13,9.348551194049072,9.657221113602803,9.270582016675073,234,396
14,10.332549884919963,9.967325346318322,9.685957839914073,306,396
15,9.763455876712891,10.1372852885349,9.529490769431872,232,396
16,10.048131334628476,10.406768841649281,9.891593000795647,178,396
17,10.96655273742543,11.279778672557804,10.779938784981455,216,396
18,10.147406654859779,10.433264099260326,9.903134685445302,189,396
19,11.405003939411793,12.156355987306346,11.335042350522903,178,396
20,10.853182337754397,11.31254262464596,10.740481652687548,210,396
21,9.872974243702192,10.332811168626524,9.675398108092516,225,396
22,11.227468407491429,11.49815411930575,11.002108062263963,276,396
23,9.841781604160701,10.452723245066005,9.770534367872948,198,396
24,10.751646787109252,10.939623292342485,10.55615335200053,227,396
25,9.023140004825418,9.17961647038249,8.808517309841882,166,396
26,9.348242103829778,9.643109841648174,9.171224196429673,208,396
27,9.883779001213362,10.416798447985155,9.833544419770986,153,396
28,9.446381200321797,9.718313246294906,9.284524854398509,215,396
29,9.843706341743731,10.766042584678457,9.853027015068912,144,396
