fold,mse_plain,mse_selective,mse_avg_inj,mse_avg_seed
0,11.40316528120094,11.204907512474556,10.918344293007719,11.027972840756618
1,10.327359594388335,10.13053158758501,9.735404107745353,9.832597992437751
2,9.515167256731438,9.286729504003832,9.08366914929426,9.157667999845119
3,10.900825981711463,10.74293878799497,10.460692510118108,10.476191781911421
4,9.642049527782657,9.491739953439284,9.27904454575015,9.200338021979633
5,9.923245511212865,9.706765265048938,9.527916069452653,9.662969641428813
6,11.092455540025222,10.967525805067334,10.724044627917513,10.795356363229011
7,11.355359997826232,11.22720330844762,10.922725040107592,10.912937026911763
8,10.353677397937544,10.402755094292882,10.05906414969658,9.960101699643996
9,11.302041399280386,11.089337841821417,10.884734503922894,10.92757800470841
10,10.37764845028523,10.226769824717444,9.959621190018817,10.016888647979517
11,10.967678348153399,10.851439202345253,10.561550144394456,10.447562438121661
12,9.70417725481746,9.577050814972976,9.35803709518034,9.37541712270719
13,9.498956276317658,9.345469227975684,9.064835906958294,9.106928738861951
14,9.812150635446159,9.68577064919762,9.483574935676787,9.51739768755187
15,9.886418226464693,9.655584854681361,9.35464162494126,9.421874415193848
16,9.75968013317631,9.585891635954711,9.34860341585464,9.327336274879306
17,11.194260078242424,10.975491823690753,10.787856541880236,10.684678104512187
18,10.056611784442062,9.931770699347362,9.724850583972438,9.580585812852586
19,11.367565234243912,11.111473370027912,10.825888456671168,11.167277926131224
20,11.175235659026963,10.993455440651491,10.621772742935743,10.4594885021425
21,9.688477326876114,9.577294714557771,9.473116855851382,9.455824455063368
22,11.259464370709859,11.20673849855103,10.89492795416961,10.855583129903918
23,9.995142683917672,9.65714600216958,9.460000036071431,9.728911965321512
24,10.350746832046756,10.415482988036416,10.102221736035792,10.091026245608738
25,8.933076083650523,9.018062167701205,8.794379948342716,8.464328179583001
26,9.316804494840847,9.082075083076543,8.916731108317252,8.94796058946953
27,10.202589090702327,10.077382488291768,9.791891847605683,9.7098718420877
28,9.52444296547703,9.340133473004574,9.156364361042707,9.089914150334925
29,10.096294063984798,9.93766656524492,9.690771310559073,9.680865408053139
