fold,mse_seed0,mse_seed1,mse_selective,mse_globalpick,globalpick_is_seed1,n_sensors_chose_seed1,n_sensors
0,12.621262941585577,12.197302581575961,12.209443418366126,12.197302581575961,True,322,396
1,10.7831551593915,10.706638769531523,10.67335606672582,10.706638769531523,True,204,396
2,10.100691785888003,10.051206355031711,9.971652626995743,10.051206355031711,True,245,396
3,11.216846803654326,11.387524870533376,11.197560613764132,11.216846803654326,False,207,396
4,10.329054010307305,10.327814809256678,10.21903736163873,10.327814809256678,True,260,396
5,10.5035402484988,10.576218928320046,10.445870631226834,10.5035402484988,False,198,396
6,11.701677254775113,11.759870556075187,11.626319785817046,11.701677254775113,False,169,396
7,11.828967668543267,11.774277897999863,11.689185792871797,11.828967668543267,False,169,396
8,11.258259635196287,11.014026364875926,10.985453225415263,11.014026364875926,True,273,396
9,11.922360351892968,12.129838592983239,11.851767005784433,11.922360351892968,False,155,396
10,10.712969369027256,10.73557402728734,10.650635819175793,10.73557402728734,True,140,396
11,10.918306216393576,11.043914623809373,10.839226038000627,10.918306216393576,False,194,396
12,10.254810997401465,10.293847189955622,10.177352646732464,10.254810997401465,False,144,396
13,9.959403547446323,10.04644024806454,9.881796858160785,9.959403547446323,False,215,396
14,10.790294609021192,10.630428250633209,10.55318314621395,10.630428250633209,True,273,396
15,10.466818851454653,10.49369177869407,10.384018228198535,10.466818851454653,False,213,396
16,10.35809007774144,10.333281382558757,10.249123703057055,10.35809007774144,False,159,396
17,11.373223552660304,11.416840314272221,11.276962469621484,11.373223552660304,False,138,396
18,10.636910648235954,10.685553476134121,10.568526072677153,10.685553476134121,True,208,396
19,12.268352730671708,12.060590935490206,12.008287315345358,12.060590935490206,True,181,396
20,12.05078506729993,12.007788626202833,11.89029463963331,12.05078506729993,False,184,396
21,11.048474304282061,10.672246365523959,10.638349935807605,10.672246365523959,True,273,396
22,11.758339643413544,12.066133818558994,11.730937484711694,11.758339643413544,False,142,396
23,10.305375193851825,10.468662130171088,10.309803808152108,10.305375193851825,False,143,396
24,11.632255176004328,11.625980694968312,11.470994408717784,11.625980694968312,True,183,396
25,9.467114550148196,9.436950325554381,9.418810678214873,9.467114550148196,False,225,396
26,10.00677242099012,9.925586971352066,9.869310517504482,9.925586971352066,True,287,396
27,10.72659050033884,10.856729921134402,10.667047529606238,10.72659050033884,False,188,396
28,10.290149197070281,10.212165251360469,10.145919015573565,10.290149197070281,False,174,396
29,10.617091078169228,10.65557174276723,10.561824378466614,10.617091078169228,False,206,396
