model,task,n_folds,selective_mean_pct,selective_wins,selective_p,uniform_od_mean_pct,uniform_od_wins,uniform_od_p,mean_sensors_chose_od,n_sensors_total
stid_fixed,volume,30,-9.996441444697151,30,8.958663554227271e-14,-9.023585157188993,30,1.6641341541404338e-10,99.63333333333334,121
stid_fixed,speed,30,-3.3891729830365316,30,3.482636075100041e-13,0.23589791620206904,11,0.5673140709877047,235.13333333333333,396
stgcn,volume,30,-7.835238217277952,27,4.935698340165835e-06,-2.094418770389637,20,0.830878537037296,87.8,121
stgcn,speed,30,-3.7303073740514634,30,4.431336789974622e-14,0.08968791121667777,16,0.9250691027769082,226.33333333333334,396
