model,task,real_selective_pct,random_mean_pct,random_std_pct,empirical_p
gts,volume,-5.103384950143347,-0.8220807395324786,0.29718941838242957,0.0
gts,speed,-1.4388377628608073,1.7518484414817868,0.12123359463279625,0.0
stgcn,volume,-7.835238217277953,-2.5801230537108917,0.4057803935354689,0.0
stgcn,speed,-3.7303073740514643,-0.11044297090986997,0.10597280300829791,0.0
stid_fixed,volume,-9.996441444697151,-7.697592932617174,0.23907596694524516,0.0
stid_fixed,speed,-3.389172983036528,0.04214877662225105,0.10415907649407465,0.0
